subject,condition,target,time,Animate
ANCAT18,FamiliarBird,Animate,4817,FALSE
ANCAT18,FamiliarBird,Animate,4833,FALSE
ANCAT18,FamiliarBird,Animate,4850,FALSE
ANCAT18,FamiliarBird,Animate,4900,FALSE
ANCAT18,FamiliarBird,Animate,4917,FALSE
ANCAT18,FamiliarBird,Animate,4933,FALSE
ANCAT18,FamiliarBird,Animate,4950,FALSE
ANCAT18,FamiliarBird,Animate,4967,FALSE
ANCAT18,FamiliarBird,Animate,4983,FALSE
ANCAT18,FamiliarBird,Animate,5000,FALSE
ANCAT18,FamiliarBird,Animate,5017,FALSE
ANCAT18,FamiliarBird,Animate,5033,FALSE
ANCAT18,FamiliarBird,Animate,5050,FALSE
ANCAT18,FamiliarBird,Animate,5067,FALSE
ANCAT18,FamiliarBird,Animate,5083,FALSE
ANCAT18,FamiliarBird,Animate,5100,FALSE
ANCAT18,FamiliarBird,Animate,5117,FALSE
ANCAT18,FamiliarBird,Animate,5133,FALSE
ANCAT18,FamiliarBird,Animate,5150,FALSE
ANCAT18,FamiliarBird,Animate,5167,FALSE
ANCAT18,FamiliarBird,Animate,5183,FALSE
ANCAT18,FamiliarBird,Animate,5200,FALSE
ANCAT18,FamiliarBird,Animate,5217,FALSE
ANCAT18,FamiliarBird,Animate,5233,FALSE
ANCAT18,FamiliarBird,Animate,5250,FALSE
ANCAT18,FamiliarBird,Animate,5267,FALSE
ANCAT18,FamiliarBird,Animate,5283,FALSE
ANCAT18,FamiliarBird,Animate,5300,FALSE
ANCAT18,FamiliarBird,Animate,5317,FALSE
ANCAT18,FamiliarBird,Animate,5333,FALSE
ANCAT18,FamiliarBird,Animate,5350,FALSE
ANCAT18,FamiliarBird,Animate,5367,FALSE
ANCAT18,FamiliarBird,Animate,5383,FALSE
ANCAT18,FamiliarBird,Animate,5400,FALSE
ANCAT18,FamiliarBird,Animate,5417,FALSE
ANCAT18,FamiliarBird,Animate,5433,FALSE
ANCAT18,FamiliarBird,Animate,5467,FALSE
ANCAT18,FamiliarBird,Animate,5483,FALSE
ANCAT18,FamiliarBird,Animate,5500,FALSE
ANCAT18,FamiliarBird,Animate,5517,FALSE
ANCAT18,FamiliarBird,Animate,5533,FALSE
ANCAT18,FamiliarBird,Animate,5550,FALSE
ANCAT18,FamiliarCow,Animate,1050,FALSE
ANCAT18,FamiliarCow,Animate,1067,FALSE
ANCAT18,FamiliarCow,Animate,1083,FALSE
ANCAT18,FamiliarCow,Animate,1100,FALSE
ANCAT18,FamiliarCow,Animate,1117,FALSE
ANCAT18,FamiliarCow,Animate,1133,FALSE
ANCAT18,FamiliarCow,Animate,1150,FALSE
ANCAT18,FamiliarCow,Animate,1167,FALSE
ANCAT18,FamiliarCow,Animate,1250,FALSE
ANCAT18,FamiliarCow,Animate,1267,FALSE
ANCAT18,FamiliarCow,Animate,1283,FALSE
ANCAT18,FamiliarCow,Animate,1317,FALSE
ANCAT18,FamiliarCow,Animate,1333,FALSE
ANCAT18,FamiliarCow,Animate,1350,FALSE
ANCAT18,FamiliarCow,Animate,1367,FALSE
ANCAT18,FamiliarCow,Animate,1383,FALSE
ANCAT18,FamiliarCow,Animate,1400,FALSE
ANCAT18,FamiliarCow,Animate,1417,FALSE
ANCAT18,FamiliarCow,Animate,1433,FALSE
ANCAT18,FamiliarCow,Animate,1450,FALSE
ANCAT18,FamiliarCow,Animate,1467,FALSE
ANCAT18,FamiliarCow,Animate,1483,FALSE
ANCAT18,FamiliarCow,Animate,1500,FALSE
ANCAT18,FamiliarCow,Animate,1517,FALSE
ANCAT18,FamiliarCow,Animate,1533,FALSE
ANCAT18,FamiliarCow,Animate,1550,FALSE
ANCAT18,FamiliarCow,Animate,1583,TRUE
ANCAT18,FamiliarCow,Animate,1600,TRUE
ANCAT18,FamiliarCow,Animate,1617,TRUE
ANCAT18,FamiliarCow,Animate,1633,TRUE
ANCAT18,FamiliarCow,Animate,1650,TRUE
ANCAT18,FamiliarCow,Animate,1667,TRUE
ANCAT18,FamiliarCow,Animate,1683,TRUE
ANCAT18,FamiliarCow,Animate,1733,TRUE
ANCAT18,FamiliarCow,Animate,1750,TRUE
ANCAT18,FamiliarCow,Animate,1767,TRUE
ANCAT18,FamiliarCow,Animate,1783,TRUE
ANCAT18,FamiliarCow,Animate,1800,TRUE
ANCAT18,FamiliarCow,Animate,1817,TRUE
ANCAT18,FamiliarCow,Animate,1833,TRUE
ANCAT18,FamiliarCow,Animate,1850,TRUE
ANCAT18,FamiliarCow,Animate,1867,TRUE
ANCAT18,FamiliarCow,Animate,1883,TRUE
ANCAT18,FamiliarCow,Animate,1900,TRUE
ANCAT18,FamiliarCow,Animate,1917,TRUE
ANCAT18,FamiliarCow,Animate,1933,TRUE
ANCAT18,FamiliarCow,Animate,1950,TRUE
ANCAT18,FamiliarCow,Animate,1967,TRUE
ANCAT18,FamiliarCow,Animate,1983,TRUE
ANCAT18,FamiliarCow,Animate,2000,TRUE
ANCAT18,FamiliarCow,Animate,2017,TRUE
ANCAT18,FamiliarCow,Animate,2033,TRUE
ANCAT18,FamiliarCow,Animate,2050,TRUE
ANCAT18,FamiliarCow,Animate,2067,TRUE
ANCAT18,FamiliarCow,Animate,2083,TRUE
ANCAT18,FamiliarCow,Animate,2100,TRUE
ANCAT18,FamiliarCow,Animate,2117,TRUE
ANCAT18,FamiliarCow,Animate,2133,TRUE
ANCAT18,FamiliarCow,Animate,2150,TRUE
ANCAT18,FamiliarCow,Animate,2167,TRUE
ANCAT18,FamiliarCow,Animate,2183,TRUE
ANCAT18,FamiliarCow,Animate,2200,TRUE
ANCAT18,FamiliarCow,Animate,2217,TRUE
ANCAT18,FamiliarCow,Animate,2233,TRUE
ANCAT18,FamiliarCow,Animate,2250,TRUE
ANCAT18,FamiliarCow,Animate,2267,TRUE
ANCAT18,FamiliarCow,Animate,2283,TRUE
ANCAT18,FamiliarCow,Animate,2300,TRUE
ANCAT18,FamiliarCow,Animate,2317,TRUE
ANCAT18,FamiliarCow,Animate,2333,TRUE
ANCAT18,FamiliarCow,Animate,2350,TRUE
ANCAT18,FamiliarCow,Animate,2367,TRUE
ANCAT18,FamiliarCow,Animate,2383,TRUE
ANCAT18,FamiliarCow,Animate,2400,TRUE
ANCAT18,FamiliarCow,Animate,2417,TRUE
ANCAT18,FamiliarCow,Animate,2433,TRUE
ANCAT18,FamiliarCow,Animate,2450,TRUE
ANCAT18,FamiliarCow,Animate,2467,TRUE
ANCAT18,FamiliarCow,Animate,2483,TRUE
ANCAT18,FamiliarCow,Animate,2500,TRUE
ANCAT18,FamiliarCow,Animate,2517,TRUE
ANCAT18,FamiliarCow,Animate,2533,TRUE
ANCAT18,FamiliarCow,Animate,2550,TRUE
ANCAT18,FamiliarCow,Animate,2567,TRUE
ANCAT18,FamiliarCow,Animate,2583,TRUE
ANCAT18,FamiliarCow,Animate,2600,TRUE
ANCAT18,FamiliarCow,Animate,2617,TRUE
ANCAT18,FamiliarCow,Animate,2633,TRUE
ANCAT18,FamiliarCow,Animate,2650,TRUE
ANCAT18,FamiliarCow,Animate,2667,TRUE
ANCAT18,FamiliarCow,Animate,2683,TRUE
ANCAT18,FamiliarCow,Animate,2700,TRUE
ANCAT18,FamiliarCow,Animate,2717,TRUE
ANCAT18,FamiliarCow,Animate,2733,TRUE
ANCAT18,FamiliarCow,Animate,2750,TRUE
ANCAT18,FamiliarCow,Animate,2767,TRUE
ANCAT18,FamiliarCow,Animate,2783,TRUE
ANCAT18,FamiliarCow,Animate,2800,TRUE
ANCAT18,FamiliarCow,Animate,2817,TRUE
ANCAT18,FamiliarCow,Animate,2833,TRUE
ANCAT18,FamiliarCow,Animate,2850,TRUE
ANCAT18,FamiliarCow,Animate,2867,TRUE
ANCAT18,FamiliarCow,Animate,2883,TRUE
ANCAT18,FamiliarCow,Animate,2900,TRUE
ANCAT18,FamiliarCow,Animate,2917,TRUE
ANCAT18,FamiliarCow,Animate,2933,TRUE
ANCAT18,FamiliarCow,Animate,2950,TRUE
ANCAT18,FamiliarCow,Animate,2967,TRUE
ANCAT18,FamiliarCow,Animate,2983,TRUE
ANCAT18,FamiliarCow,Animate,3000,TRUE
ANCAT18,FamiliarCow,Animate,3017,TRUE
ANCAT18,FamiliarCow,Animate,3033,TRUE
ANCAT18,FamiliarCow,Animate,3050,TRUE
ANCAT18,FamiliarCow,Animate,3067,TRUE
ANCAT18,FamiliarCow,Animate,3083,TRUE
ANCAT18,FamiliarCow,Animate,3100,TRUE
ANCAT18,FamiliarCow,Animate,3117,TRUE
ANCAT18,FamiliarCow,Animate,3133,TRUE
ANCAT18,FamiliarCow,Animate,3150,TRUE
ANCAT18,FamiliarCow,Animate,3167,TRUE
ANCAT18,FamiliarCow,Animate,3183,TRUE
ANCAT18,FamiliarCow,Animate,3200,TRUE
ANCAT18,FamiliarCow,Animate,3217,TRUE
ANCAT18,FamiliarCow,Animate,3233,TRUE
ANCAT18,FamiliarCow,Animate,3250,TRUE
ANCAT18,FamiliarCow,Animate,3267,TRUE
ANCAT18,FamiliarCow,Animate,3283,TRUE
ANCAT18,FamiliarCow,Animate,3300,TRUE
ANCAT18,FamiliarCow,Animate,3317,TRUE
ANCAT18,FamiliarCow,Animate,3333,TRUE
ANCAT18,FamiliarCow,Animate,3350,TRUE
ANCAT18,FamiliarCow,Animate,3367,TRUE
ANCAT18,FamiliarCow,Animate,3383,TRUE
ANCAT18,FamiliarCow,Animate,3400,TRUE
ANCAT18,FamiliarCow,Animate,3417,TRUE
ANCAT18,FamiliarCow,Animate,3433,TRUE
ANCAT18,FamiliarCow,Animate,3450,TRUE
ANCAT18,FamiliarCow,Animate,3467,TRUE
ANCAT18,FamiliarCow,Animate,3483,TRUE
ANCAT18,FamiliarCow,Animate,3500,TRUE
ANCAT18,FamiliarCow,Animate,3517,TRUE
ANCAT18,FamiliarCow,Animate,3533,TRUE
ANCAT18,FamiliarCow,Animate,3550,TRUE
ANCAT18,FamiliarCow,Animate,3567,TRUE
ANCAT18,FamiliarCow,Animate,3583,TRUE
ANCAT18,FamiliarCow,Animate,3600,TRUE
ANCAT18,FamiliarCow,Animate,3617,TRUE
ANCAT18,FamiliarCow,Animate,3633,TRUE
ANCAT18,FamiliarCow,Animate,3650,TRUE
ANCAT18,FamiliarCow,Animate,3667,TRUE
ANCAT18,FamiliarCow,Animate,3683,TRUE
ANCAT18,FamiliarCow,Animate,3700,TRUE
ANCAT18,FamiliarCow,Animate,3717,TRUE
ANCAT18,FamiliarCow,Animate,3733,TRUE
ANCAT18,FamiliarCow,Animate,3750,TRUE
ANCAT18,FamiliarCow,Animate,3767,TRUE
ANCAT18,FamiliarCow,Animate,3783,TRUE
ANCAT18,FamiliarCow,Animate,3800,TRUE
ANCAT18,FamiliarCow,Animate,3817,TRUE
ANCAT18,FamiliarCow,Animate,3833,TRUE
ANCAT18,FamiliarCow,Animate,3850,TRUE
ANCAT18,FamiliarCow,Animate,3867,TRUE
ANCAT18,FamiliarCow,Animate,3883,TRUE
ANCAT18,FamiliarCow,Animate,3900,TRUE
ANCAT18,FamiliarCow,Animate,3917,TRUE
ANCAT18,FamiliarCow,Animate,3933,TRUE
ANCAT18,FamiliarCow,Animate,3950,TRUE
ANCAT18,FamiliarCow,Animate,3967,TRUE
ANCAT18,FamiliarCow,Animate,3983,TRUE
ANCAT18,FamiliarCow,Animate,4000,TRUE
ANCAT18,FamiliarCow,Animate,4017,TRUE
ANCAT22,FamiliarBottle,Inanimate,0,FALSE
ANCAT22,FamiliarBottle,Inanimate,17,FALSE
ANCAT22,FamiliarBottle,Inanimate,33,FALSE
ANCAT22,FamiliarBottle,Inanimate,50,FALSE
ANCAT22,FamiliarBottle,Inanimate,67,FALSE
ANCAT22,FamiliarBottle,Inanimate,83,FALSE
ANCAT22,FamiliarBottle,Inanimate,100,FALSE
ANCAT22,FamiliarBottle,Inanimate,117,FALSE
ANCAT22,FamiliarBottle,Inanimate,133,FALSE
ANCAT22,FamiliarBottle,Inanimate,150,FALSE
ANCAT22,FamiliarBottle,Inanimate,167,FALSE
ANCAT22,FamiliarBottle,Inanimate,183,FALSE
ANCAT22,FamiliarBottle,Inanimate,200,FALSE
ANCAT22,FamiliarBottle,Inanimate,217,FALSE
ANCAT22,FamiliarBottle,Inanimate,233,FALSE
ANCAT22,FamiliarBottle,Inanimate,250,FALSE
ANCAT22,FamiliarBottle,Inanimate,267,FALSE
ANCAT22,FamiliarBottle,Inanimate,283,FALSE
ANCAT22,FamiliarBottle,Inanimate,300,FALSE
ANCAT22,FamiliarBottle,Inanimate,317,FALSE
ANCAT22,FamiliarBottle,Inanimate,333,FALSE
ANCAT22,FamiliarBottle,Inanimate,350,FALSE
ANCAT22,FamiliarBottle,Inanimate,367,FALSE
ANCAT22,FamiliarBottle,Inanimate,383,FALSE
ANCAT22,FamiliarBottle,Inanimate,400,FALSE
ANCAT22,FamiliarBottle,Inanimate,417,FALSE
ANCAT22,FamiliarBottle,Inanimate,433,FALSE
ANCAT22,FamiliarBottle,Inanimate,450,FALSE
ANCAT22,FamiliarBottle,Inanimate,467,FALSE
ANCAT22,FamiliarBottle,Inanimate,483,FALSE
ANCAT22,FamiliarBottle,Inanimate,500,FALSE
ANCAT22,FamiliarBottle,Inanimate,517,FALSE
ANCAT22,FamiliarBottle,Inanimate,533,FALSE
ANCAT22,FamiliarBottle,Inanimate,550,FALSE
ANCAT22,FamiliarBottle,Inanimate,567,FALSE
ANCAT22,FamiliarBottle,Inanimate,583,FALSE
ANCAT22,FamiliarBottle,Inanimate,600,FALSE
ANCAT22,FamiliarBottle,Inanimate,617,FALSE
ANCAT22,FamiliarBottle,Inanimate,633,FALSE
ANCAT22,FamiliarBottle,Inanimate,650,FALSE
ANCAT22,FamiliarBottle,Inanimate,667,FALSE
ANCAT22,FamiliarBottle,Inanimate,683,FALSE
ANCAT22,FamiliarBottle,Inanimate,700,FALSE
ANCAT22,FamiliarBottle,Inanimate,717,FALSE
ANCAT22,FamiliarBottle,Inanimate,733,FALSE
ANCAT22,FamiliarBottle,Inanimate,750,FALSE
ANCAT22,FamiliarBottle,Inanimate,767,FALSE
ANCAT22,FamiliarBottle,Inanimate,783,FALSE
ANCAT22,FamiliarBottle,Inanimate,800,FALSE
ANCAT22,FamiliarBottle,Inanimate,817,FALSE
ANCAT22,FamiliarBottle,Inanimate,833,FALSE
ANCAT22,FamiliarBottle,Inanimate,850,FALSE
ANCAT22,FamiliarBottle,Inanimate,867,FALSE
ANCAT22,FamiliarBottle,Inanimate,883,FALSE
ANCAT22,FamiliarBottle,Inanimate,900,FALSE
ANCAT22,FamiliarBottle,Inanimate,917,FALSE
ANCAT22,FamiliarBottle,Inanimate,933,FALSE
ANCAT22,FamiliarBottle,Inanimate,950,FALSE
ANCAT22,FamiliarBottle,Inanimate,967,FALSE
ANCAT22,FamiliarBottle,Inanimate,983,FALSE
ANCAT22,FamiliarBottle,Inanimate,1000,FALSE
ANCAT22,FamiliarBottle,Inanimate,1017,FALSE
ANCAT22,FamiliarBottle,Inanimate,1033,FALSE
ANCAT22,FamiliarBottle,Inanimate,1050,FALSE
ANCAT22,FamiliarBottle,Inanimate,1067,FALSE
ANCAT22,FamiliarBottle,Inanimate,1083,FALSE
ANCAT22,FamiliarBottle,Inanimate,1100,FALSE
ANCAT22,FamiliarBottle,Inanimate,1117,FALSE
ANCAT22,FamiliarBottle,Inanimate,1133,FALSE
ANCAT22,FamiliarBottle,Inanimate,1150,FALSE
ANCAT22,FamiliarBottle,Inanimate,1167,FALSE
ANCAT22,FamiliarBottle,Inanimate,1183,FALSE
ANCAT22,FamiliarBottle,Inanimate,1200,FALSE
ANCAT22,FamiliarBottle,Inanimate,1217,FALSE
ANCAT22,FamiliarBottle,Inanimate,1250,TRUE
ANCAT22,FamiliarBottle,Inanimate,1267,TRUE
ANCAT22,FamiliarBottle,Inanimate,1283,TRUE
ANCAT22,FamiliarBottle,Inanimate,1300,TRUE
ANCAT22,FamiliarBottle,Inanimate,1317,TRUE
ANCAT22,FamiliarBottle,Inanimate,1333,TRUE
ANCAT22,FamiliarBottle,Inanimate,1350,TRUE
ANCAT22,FamiliarBottle,Inanimate,1367,TRUE
ANCAT22,FamiliarBottle,Inanimate,1383,TRUE
ANCAT22,FamiliarBottle,Inanimate,1400,TRUE
ANCAT22,FamiliarBottle,Inanimate,1417,TRUE
ANCAT22,FamiliarBottle,Inanimate,1433,TRUE
ANCAT22,FamiliarBottle,Inanimate,1450,TRUE
ANCAT22,FamiliarBottle,Inanimate,1467,TRUE
ANCAT22,FamiliarBottle,Inanimate,1483,TRUE
ANCAT22,FamiliarBottle,Inanimate,1500,TRUE
ANCAT22,FamiliarBottle,Inanimate,1517,TRUE
ANCAT22,FamiliarBottle,Inanimate,1533,TRUE
ANCAT22,FamiliarBottle,Inanimate,1550,TRUE
ANCAT22,FamiliarBottle,Inanimate,1567,TRUE
ANCAT22,FamiliarBottle,Inanimate,1583,TRUE
ANCAT22,FamiliarBottle,Inanimate,1600,TRUE
ANCAT22,FamiliarBottle,Inanimate,1617,TRUE
ANCAT22,FamiliarBottle,Inanimate,1633,TRUE
ANCAT22,FamiliarBottle,Inanimate,1650,TRUE
ANCAT22,FamiliarBottle,Inanimate,1667,TRUE
ANCAT22,FamiliarBottle,Inanimate,1683,TRUE
ANCAT22,FamiliarBottle,Inanimate,1700,TRUE
ANCAT22,FamiliarBottle,Inanimate,1717,TRUE
ANCAT22,FamiliarBottle,Inanimate,1733,TRUE
ANCAT22,FamiliarBottle,Inanimate,1750,TRUE
ANCAT22,FamiliarBottle,Inanimate,1767,TRUE
ANCAT22,FamiliarBottle,Inanimate,1783,TRUE
ANCAT22,FamiliarBottle,Inanimate,1800,TRUE
ANCAT22,FamiliarBottle,Inanimate,1817,TRUE
ANCAT22,FamiliarBottle,Inanimate,1833,TRUE
ANCAT22,FamiliarBottle,Inanimate,1850,TRUE
ANCAT22,FamiliarBottle,Inanimate,1867,TRUE
ANCAT22,FamiliarBottle,Inanimate,1883,TRUE
ANCAT22,FamiliarBottle,Inanimate,1900,TRUE
ANCAT22,FamiliarBottle,Inanimate,1917,TRUE
ANCAT22,FamiliarBottle,Inanimate,1933,TRUE
ANCAT22,FamiliarBottle,Inanimate,1950,TRUE
ANCAT22,FamiliarBottle,Inanimate,1967,TRUE
ANCAT22,FamiliarBottle,Inanimate,1983,TRUE
ANCAT22,FamiliarBottle,Inanimate,2000,TRUE
ANCAT22,FamiliarBottle,Inanimate,2017,TRUE
ANCAT22,FamiliarBottle,Inanimate,2033,TRUE
ANCAT22,FamiliarBottle,Inanimate,2050,TRUE
ANCAT22,FamiliarBottle,Inanimate,2067,TRUE
ANCAT22,FamiliarBottle,Inanimate,2100,FALSE
ANCAT22,FamiliarBottle,Inanimate,2117,FALSE
ANCAT22,FamiliarBottle,Inanimate,2133,FALSE
ANCAT22,FamiliarBottle,Inanimate,2150,FALSE
ANCAT22,FamiliarBottle,Inanimate,2167,FALSE
ANCAT22,FamiliarBottle,Inanimate,2183,FALSE
ANCAT22,FamiliarBottle,Inanimate,2200,FALSE
ANCAT22,FamiliarBottle,Inanimate,2217,FALSE
ANCAT22,FamiliarBottle,Inanimate,2233,FALSE
ANCAT22,FamiliarBottle,Inanimate,2250,FALSE
ANCAT22,FamiliarBottle,Inanimate,2267,FALSE
ANCAT22,FamiliarBottle,Inanimate,2283,FALSE
ANCAT22,FamiliarBottle,Inanimate,2300,FALSE
ANCAT22,FamiliarBottle,Inanimate,2317,FALSE
ANCAT22,FamiliarBottle,Inanimate,2333,FALSE
ANCAT22,FamiliarBottle,Inanimate,2350,FALSE
ANCAT22,FamiliarBottle,Inanimate,2367,FALSE
ANCAT22,FamiliarBottle,Inanimate,2383,FALSE
ANCAT22,FamiliarBottle,Inanimate,2400,FALSE
ANCAT22,FamiliarBottle,Inanimate,2417,FALSE
ANCAT22,FamiliarBottle,Inanimate,2433,FALSE
ANCAT22,FamiliarBottle,Inanimate,2450,FALSE
ANCAT22,FamiliarBottle,Inanimate,2467,FALSE
ANCAT22,FamiliarBottle,Inanimate,2483,FALSE
ANCAT22,FamiliarBottle,Inanimate,2500,FALSE
ANCAT22,FamiliarBottle,Inanimate,2517,FALSE
ANCAT22,FamiliarBottle,Inanimate,2533,FALSE
ANCAT22,FamiliarBottle,Inanimate,2550,FALSE
ANCAT22,FamiliarBottle,Inanimate,2567,FALSE
ANCAT22,FamiliarBottle,Inanimate,2583,FALSE
ANCAT22,FamiliarBottle,Inanimate,2600,FALSE
ANCAT22,FamiliarBottle,Inanimate,2617,FALSE
ANCAT22,FamiliarBottle,Inanimate,2633,FALSE
ANCAT22,FamiliarBottle,Inanimate,2650,FALSE
ANCAT22,FamiliarBottle,Inanimate,2667,FALSE
ANCAT22,FamiliarBottle,Inanimate,2683,FALSE
ANCAT22,FamiliarBottle,Inanimate,2700,FALSE
ANCAT22,FamiliarBottle,Inanimate,2717,FALSE
ANCAT22,FamiliarBottle,Inanimate,2733,FALSE
ANCAT22,FamiliarBottle,Inanimate,2750,FALSE
ANCAT22,FamiliarBottle,Inanimate,2767,FALSE
ANCAT22,FamiliarBottle,Inanimate,2783,FALSE
ANCAT22,FamiliarBottle,Inanimate,2800,FALSE
ANCAT22,FamiliarBottle,Inanimate,2817,FALSE
ANCAT22,FamiliarBottle,Inanimate,2833,FALSE
ANCAT22,FamiliarBottle,Inanimate,2850,FALSE
ANCAT22,FamiliarBottle,Inanimate,2867,FALSE
ANCAT22,FamiliarBottle,Inanimate,2883,FALSE
ANCAT22,FamiliarBottle,Inanimate,2900,FALSE
ANCAT22,FamiliarBottle,Inanimate,2917,FALSE
ANCAT22,FamiliarBottle,Inanimate,2933,FALSE
ANCAT22,FamiliarBottle,Inanimate,2950,FALSE
ANCAT22,FamiliarBottle,Inanimate,2967,FALSE
ANCAT22,FamiliarBottle,Inanimate,2983,FALSE
ANCAT22,FamiliarBottle,Inanimate,3000,FALSE
ANCAT22,FamiliarBottle,Inanimate,3017,FALSE
ANCAT22,FamiliarBottle,Inanimate,3033,FALSE
ANCAT22,FamiliarBottle,Inanimate,3050,FALSE
ANCAT22,FamiliarBottle,Inanimate,3067,FALSE
ANCAT22,FamiliarBottle,Inanimate,3083,FALSE
ANCAT22,FamiliarBottle,Inanimate,3100,FALSE
ANCAT22,FamiliarBottle,Inanimate,3117,FALSE
ANCAT22,FamiliarBottle,Inanimate,3133,FALSE
ANCAT22,FamiliarBottle,Inanimate,3150,FALSE
ANCAT22,FamiliarBottle,Inanimate,3167,FALSE
ANCAT22,FamiliarBottle,Inanimate,3183,FALSE
ANCAT22,FamiliarBottle,Inanimate,3200,FALSE
ANCAT22,FamiliarBottle,Inanimate,3217,FALSE
ANCAT22,FamiliarBottle,Inanimate,3233,FALSE
ANCAT22,FamiliarBottle,Inanimate,3250,FALSE
ANCAT22,FamiliarBottle,Inanimate,3267,FALSE
ANCAT22,FamiliarBottle,Inanimate,3283,FALSE
ANCAT22,FamiliarBottle,Inanimate,3300,FALSE
ANCAT22,FamiliarBottle,Inanimate,3317,FALSE
ANCAT22,FamiliarBottle,Inanimate,3333,FALSE
ANCAT22,FamiliarBottle,Inanimate,3350,FALSE
ANCAT22,FamiliarBottle,Inanimate,3367,FALSE
ANCAT22,FamiliarBottle,Inanimate,3383,FALSE
ANCAT22,FamiliarBottle,Inanimate,3400,FALSE
ANCAT22,FamiliarBottle,Inanimate,3417,FALSE
ANCAT22,FamiliarBottle,Inanimate,3433,FALSE
ANCAT22,FamiliarBottle,Inanimate,3450,FALSE
ANCAT22,FamiliarBottle,Inanimate,3467,FALSE
ANCAT22,FamiliarBottle,Inanimate,3483,FALSE
ANCAT22,FamiliarBottle,Inanimate,3500,FALSE
ANCAT22,FamiliarBottle,Inanimate,3517,FALSE
ANCAT22,FamiliarBottle,Inanimate,3533,FALSE
ANCAT22,FamiliarBottle,Inanimate,3550,FALSE
ANCAT22,FamiliarBottle,Inanimate,3567,FALSE
ANCAT22,FamiliarBottle,Inanimate,3583,FALSE
ANCAT22,FamiliarBottle,Inanimate,3600,FALSE
ANCAT22,FamiliarBottle,Inanimate,3617,FALSE
ANCAT22,FamiliarBottle,Inanimate,3633,FALSE
ANCAT22,FamiliarBottle,Inanimate,3650,FALSE
ANCAT22,FamiliarBottle,Inanimate,3667,FALSE
ANCAT22,FamiliarBottle,Inanimate,3683,FALSE
ANCAT22,FamiliarBottle,Inanimate,3700,FALSE
ANCAT22,FamiliarBottle,Inanimate,3717,FALSE
ANCAT22,FamiliarBottle,Inanimate,3733,FALSE
ANCAT22,FamiliarBottle,Inanimate,3750,FALSE
ANCAT22,FamiliarBottle,Inanimate,3767,FALSE
ANCAT22,FamiliarBottle,Inanimate,3783,FALSE
ANCAT22,FamiliarBottle,Inanimate,3800,FALSE
ANCAT22,FamiliarBottle,Inanimate,3817,FALSE
ANCAT22,FamiliarBottle,Inanimate,3833,FALSE
ANCAT22,FamiliarBottle,Inanimate,3850,FALSE
ANCAT22,FamiliarBottle,Inanimate,3867,FALSE
ANCAT22,FamiliarBottle,Inanimate,3883,FALSE
ANCAT22,FamiliarBottle,Inanimate,3900,FALSE
ANCAT22,FamiliarBottle,Inanimate,3917,FALSE
ANCAT22,FamiliarBottle,Inanimate,3933,FALSE
ANCAT22,FamiliarBottle,Inanimate,3950,FALSE
ANCAT22,FamiliarBottle,Inanimate,3967,FALSE
ANCAT22,FamiliarBottle,Inanimate,3983,FALSE
ANCAT22,FamiliarBottle,Inanimate,4000,FALSE
ANCAT22,FamiliarBottle,Inanimate,4017,FALSE
ANCAT22,FamiliarBottle,Inanimate,4033,FALSE
ANCAT22,FamiliarBottle,Inanimate,4050,FALSE
ANCAT22,FamiliarBottle,Inanimate,4067,FALSE
ANCAT22,FamiliarBottle,Inanimate,4083,FALSE
ANCAT22,FamiliarBottle,Inanimate,4100,FALSE
ANCAT22,FamiliarBottle,Inanimate,4117,FALSE
ANCAT22,FamiliarBottle,Inanimate,4133,FALSE
ANCAT22,FamiliarBottle,Inanimate,4150,FALSE
ANCAT22,FamiliarBottle,Inanimate,4167,FALSE
ANCAT22,FamiliarBottle,Inanimate,4183,FALSE
ANCAT22,FamiliarBottle,Inanimate,4200,FALSE
ANCAT22,FamiliarBottle,Inanimate,4217,FALSE
ANCAT22,FamiliarBottle,Inanimate,4233,FALSE
ANCAT22,FamiliarBottle,Inanimate,4250,FALSE
ANCAT22,FamiliarBottle,Inanimate,4267,FALSE
ANCAT22,FamiliarBottle,Inanimate,4283,FALSE
ANCAT22,FamiliarBottle,Inanimate,4300,FALSE
ANCAT22,FamiliarBottle,Inanimate,4317,FALSE
ANCAT22,FamiliarBottle,Inanimate,4333,FALSE
ANCAT22,FamiliarBottle,Inanimate,4350,FALSE
ANCAT22,FamiliarBottle,Inanimate,4383,TRUE
ANCAT22,FamiliarBottle,Inanimate,4400,TRUE
ANCAT22,FamiliarBottle,Inanimate,4417,TRUE
ANCAT22,FamiliarBottle,Inanimate,4433,TRUE
ANCAT22,FamiliarBottle,Inanimate,4450,TRUE
ANCAT22,FamiliarBottle,Inanimate,4467,TRUE
ANCAT22,FamiliarBottle,Inanimate,4483,TRUE
ANCAT22,FamiliarBottle,Inanimate,4567,TRUE
ANCAT22,FamiliarBottle,Inanimate,4583,TRUE
ANCAT22,FamiliarBottle,Inanimate,4600,TRUE
ANCAT22,FamiliarBottle,Inanimate,4617,TRUE
ANCAT22,FamiliarBottle,Inanimate,4633,TRUE
ANCAT22,FamiliarBottle,Inanimate,4650,TRUE
ANCAT22,FamiliarBottle,Inanimate,4667,TRUE
ANCAT22,FamiliarBottle,Inanimate,4683,TRUE
ANCAT22,FamiliarBottle,Inanimate,4700,TRUE
